FY,DEPARTMENT_NAME,PROGRAM_NAME,ACTIVITY_NAME,PROGRAM_OBJECTIVE,ACTIVITY_OBJECTIVE,ACTIVITY_DESCRIPTION,CORE_SERVICES,SEMICORE_SERVICES,OTHER_SERVICES,CONTACT_INFO,MEASURE_NAME,MEASURE_DESCRIPTION,KEY_PERFORMANCE,DASHBOARD_IND,LEVEL_NAME,MEASURE_TYPE_NAME,CURRENT_YR_PROJECTION,PRIOR_YR1_PROJECTION,PRIOR_YR1_ACTUAL,PRIOR_YR2_ACTUAL,PRIOR_YR3_ACTUAL,PRIOR_YR4_ACTUAL,FREQUENCY_NAME,OCT_CURRENT_YR,NOV_CURRENT_YR,DEC_CURRENT_YR,JAN_CURRENT_YR,FEB_CURRENT_YR,MAR_CURRENT_YR,APR_CURRENT_YR,MAY_CURRENT_YR,JUN_CURRENT_YR,JUL_CURRENT_YR,AUG_CURRENT_YR,SEP_CURRENT_YR,QTR1_CURRENT_YR,QTR2_CURRENT_YR,QTR3_CURRENT_YR,QTR4_CURRENT_YR
2021,MCRT,Municipal Court Operations,Central Booking Support,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,The purpose of Central Booking Support is to provide administrative support for arraignment/magistration services for arrestees in Travis County at the jail so that due process is achieved.,"Central Booking Support is core generally under Code of Criminal Procedure, Chapter 15, in preparing emergency protective orders under 17.292, and Government Code Section 30.00009, Subchapter T - Austin, especially 30.00736(b), requiring a Court Clerk and as many deputies as needed to do the work of the Court. Further, it provides critical, direct support of core jail services under interlocal contractual agreement. Magistrate Support staff processes documents needed before, during, and after magistration. This includes 24 hour per day/7 day per week processing of search and arrest warrants for higher charges, emergency protective orders, probable cause affidavits and release documents. They assist the public when bonding defendants out of jail and the media with requests for information.","Clerical support for in-custody hearings at the jail twenty-four hours a day, seven days a week; Processing case records; Recording judicial decisions; Processing search warrants and arrest warrants; Distributing emergency protective orders; Confirming warrants and collecting fine and bond payments for class C cases.",,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Number of higher charge arrest warrants prepared,"This measure is a tally of the higher charge arrest warrants prepared on cases, it makes up some of the workload of the Caseflow Unit at the Magistration Window.",No,No,Operational,Output,5000,5000,2297,4745,5429,5055,Monthly,430,444,506,433,0,0,0,0,0,0,0,0,,,,
2021,WSP,Infrastructure & Waterway Maintenance,Stormwater Management,"The Infrastructure and Waterway Maintenance program maintains the stormwater conveyance system, which includes the city?s creeks, channels, storm drain pipes, inlets, and stormwater controls. There are three main activities included in this program: Field Operations Management (FOM), Stormwater Management (SWM), and Drainage Pipeline Management (DPM). The FOM includes operations and maintenance for the Waller Creek Tunnel, green stormwater infrastructure maintenance, erosion repair, and waterway maintenance.. The SWM includes maintenance for Lady Bird Lake, stormwater pond maintenance, and stormwater pond safety. The DPM includes storm drain cleaning, infrastructure inspection, storm drain r","The purpose of the Stormwater Management activity is to maintain residential and City-owned stormwater treatment facilities (water quality and detention ponds, biofiltration areas, rain gardens, etc.) to ensure proper functionality, to provide water quality improvement, flood protection, and downstream erosion control.","This Activity is a core Activity. This activity is mandated by the City of Austin's Municipal Stormwater Discharge Permit under the Texas Pollutant Discharge Elimination System (TPDES) administered by the Texas Commission on Environmental Quality. In 1998 the Environmental Protection Agency (EPA) authorized the State of Texas to implement the TPDES program, as provided in the 1987 amendments to the Clean Water Act of 1977. Open waterway maintenance work began in the mid 1980s in the Street & Bridge Division of Public Works. This activity was transferred to the Stormwater Management Division (SWMD) in 1988. The SWMD grew out of a Comprehensive Drainage program established after the Memorial Day flood in May 1981. In 1994, the Lady Bird Lake Cleanup activity was established within the SWMD. In 1996, the addition of new surface skimming equipment enabled staff to increase collection and disposal of litter on Lady Bird Lake. In 1998, the Field Operations Division was established in place o",Citizen complaint response and investigation; Inspection and maintenance of water quality and detention ponds; Maintenance of vegetation and debris removal along shoreline and open water within Lady Bird Lake; Compliance with Texas Commission on Environmental Quality (TCEQ) regulations; Inspection of commercial stormwater management facilities.,,,"Roxanne Jackson, Watershed Field Operations Division Manager, 512-974-1918",Percent of City stormwater control locations with no maintenance needs,This measure shows the magnitude of residential ponds that are operating properly.,No,No,Operational,Result,90,90,65,62.7,69.3,46.1,Monthly,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,WSP,Infrastructure & Waterway Maintenance,Drainage Pipeline Management,"The Infrastructure and Waterway Maintenance program maintains the stormwater conveyance system, which includes the city?s creeks, channels, storm drain pipes, inlets, and stormwater controls. There are three main activities included in this program: Field Operations Management (FOM), Stormwater Management (SWM), and Drainage Pipeline Management (DPM). The FOM includes operations and maintenance for the Waller Creek Tunnel, green stormwater infrastructure maintenance, erosion repair, and waterway maintenance.. The SWM includes maintenance for Lady Bird Lake, stormwater pond maintenance, and stormwater pond safety. The DPM includes storm drain cleaning, infrastructure inspection, storm drain r","The purpose of the Drainage Pipeline Management activity is to ensure adequate conveyance of storm water flows through the storm drain pipeline system in an effort to protect lives, public health and safety, by minimizing flooding of roadways and property.","This Activity is a core Activity. This activity is mandated by the City of Austin's Municipal Stormwater Discharge Permit under the Texas Pollutant Discharge Elimination System (TPDES) administered by the Texas Commission on Environmental Quality. In 1998 the Environmental Protection Agency (EPA) authorized the State of Texas to implement the TPDES program, as provided in the 1987 amendments to the Clean Water Act of 1977. Storm drain restoration and cleaning work began in the mid 1980's in the Street & Bridge Division of Public Works. This program was transferred to the Stormwater Management Division in 1988. The SWMD grew out of a Comprehensive Drainage Program established after the Memorial Day flood in May 1981. In 1998, the Field Operations Division was established in place of the SWMD as part of the Watershed Protection Department. This maintenance is now performed under Field Operations and financed by the Drainage Fee.Storm drain restoration and cleaning work began in the mid 1","Drainage system infrastructure cleaning, inspection, construction and rehabilitation; Complaint investigation; Storm event response; Installation repair and replacement of concrete drainage infrastructure; Field engineering and utility location activities.",Field engineering and utility location activities.,,"Joseph Zerda, Project Manager, 512-974-1522",Linear Feet of pipeline cleaned,Physical measurement by gauges mounted on cleaning equipment of the feet of pipeline cleaned,No,No,Operational,Output,75000,75000,30346,77909,82819,78106,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MCRT,Municipal Court Operations,Civil Parking Administration,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,"The purpose of Civil Parking Administration is to process parking citations and payments, conduct parking hearings, and order vehicle booting or impoundment so that parking ordinances are enforced and due process is ensured.","This activity is core, meeting the requirements of Texas Transportation Code, Chapter 682. Further it has an effect on both immediate and long-term public safety by preventing parking at dangerous or inappropriate locations and times of day. Also, it has a beneficial effect on a significantly large group of downtown commercial entities by maintaining their access at certain times of day to conduct business. The Civil Parking staff notifies persons when parking tickets become delinquent, holds hearings in disputed cases, and initiates boot/tow cases when eligible. Generally, if a person fails to resolve three or more parking tickets, a boot/tow case is initiated, and the person's vehicle is subject to booting and/or towing.","Conduct  parking hearings; Initiate parking cases, process sold vehicle affidavits, and maintain parking records; Issue boot and tow orders; Coordinate with law enforcement and other departments to coordinate the actual booting and towing of vehicles; Process payments of fines for parking; Research out of state registered owners.",,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Percent of cases terminated to filed - Parking,Cases closed as a percentage of cases filed; indicates how well Court is keeping up with its case load,No,No,Operational,Result,90,90,92.32,98.27,97.95,97.56,Monthly,66.27,51.36,53.43,53.43,0,0,0,0,0,0,0,0,,,,
2021,ANML,Animal Services Office,Field Services,"The purpose of the Animal Services Office is to provide an array of animal control, animal sheltering, rabies prevention, and pet owner services to the public in order to protect the bond between humans and animals and to promote the humane treatment of animals.","The purpose of Field Services is to educate about and enforce animal regulations, assist the public with animal-related concerns, and to provide emergency and disaster response in order to protect the citizens and animals in our community.","Animal Protection is a core activity mandated by Title 25, Chapters 169 and 826. Field Services (Animal Protection) investigates, as mandated by state law, reported animal bites to assure appropriate observation/quarantine/testing of the rabies suspect animals. Responds to calls for service by citizens, carries out enforcement of animal related ordinances; responds to reports of dangerous or threatening animal situations (e.g., dog packs, wild animals kept as pets) or loose livestock; responds to wildlife concerns. Manages a First Offender Program to educate new violators of city animal ordinances. Animal Protection also responds to reports of injured animals and supports animal cruelty investigation activities. Calls are radio dispatched to the animal protection officers. Field Services is based at the Austin Animal Center.Travis County also supports this program through an interlocal agreement for Animal Services in the county jurisdiction.",Enforcement; Education; Animal protection; Emergency and disaster preparedness and response.,,,"Lee Ann Shenefiel, Interim Animal Services Officer, 512-978-0521",Numer of companion animals intaked from the field by Animal Protection Officers,Number of cats & dogs brought to the shelter by Animal Protection Officers,No,No,Operational,Output,2500,2500,2032,2013,New Meas.,New Meas.,Monthly,315,215,242,229,0,0,0,0,0,0,0,0,,,,
2021,PW,Street Preventive Maintenance,Street Preventive Maintenance,The purpose of the Street Preventive Maintenance program is to apply preventive maintenance strategies in order to extend the useful life of the street inventory.,,,,,,,Percent of the street inventory maintained annually by preventive maintenance applications,tracks the % of lane miles managed that had preventive maintenance completed,No,No,Operational,Result,10,No Goal,4.3,7.7,2.3,8.1,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,4.3,,,
2021,PIO,Web Services & Graphic Design,Web Services & Graphic Design,"Web Services and Graphic Design ensures that information about the City?s programs and services are available, accessible, user-centric and easy to find across both traditional and digital platforms.",The purpose of the Web Services and Graphic Design activity is to provide 24-hour access to the public so it can get information about City of Austin services/events whenever needed.,,,Internet benchmarking; Create/maintain web sites; Assist departments to establish/create and update web sites; Assist departments to establish/create and update web applications; Maintain web site home page of the internet/intranet; Posting of all Council and departmental agendas; Graphic design for internet/intranet; Content management/redesign (in cooperation with CTM).,,"Yasmin Wagner, Public Info & Mktng Corp Manager, 512-974-2980",Total number of unique visits to City website (millions),Reports how many external users go to the City's website each fiscal year.,No,No,Operational,Result,No Goal,No Goal,22.5,No Data,14.9,13.7,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,HR,Support Services,Departmental Support Services,"The purpose of the Support Services program is to provide operational support to the department, so they have the necessary tools to perform their jobs.",The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,,Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Sylba Everett, Interim Chief Administrative Officer, 512-974-3473",HRD Lost Time Injury Rate,Injury incident rates are used to compare performance and trends over time. The standard equation used for comparison comes from the U.S. Bureau of Labor Statistics and is based on an annual time frame.,No,No,Performance,Result,2.86,2.86,2.86,0,.52,0,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,HHS,Social Services Contracts,Community Planning,The purpose of the Social Services Contracts is to provide an array of social services that promote self-sufficiency for eligible individuals and households and improve their quality of life.,"The purpose of the Community Planning activity is to identify key community indicators, and develop strategies to prioritize community investments.",,Determining if major Social Services programs are addressing the community need efficiently/effectively; Participating in the Community Health Assessment and helping to develop corresponding indicators; Providing ongoing leadership in implementing homeless strategies.,,,"Vella Karman, APH Manager, 512-972-5064",Percent of deliverables achieved of all Community Planning agreements,"Of all Community Planning agreements, what percentage of deliverables are achieved within the fiscal year.",No,No,Operational,Output,100,100,97.87,100,100,100,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,MCRT,Municipal Court Operations,Caseflow Management,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,The purpose of Caseflow Management is to ensure cases are processed accurately and efficiently for staff and customers so that cases are current.,"The activity is core with respect to Texas Code of Criminal Procedure 45.017, keeping track of cases; 45.018, production of complaints; 45.051, 45.0511, and 45.052, deferral procedures; and Government Code Section 30.00009, Subchapter T - Austin, especially 30.00736(b), requiring a Court Clerk and as many deputies as needed to do the work of the Court. Further the activity is core in providing direct support for core Judiciary activities. Activity staff enters information from citations into the Court's computer system, generally within five business days of receipt. Then they process requests and update the status of cases as soon as possible to ensure accurate electronic case information.","Schedule court calendars (docket calendar, officers' schedules, administrative hearings for dangerous dog and junk vehicle appeals); Court-related processing (appeals, dispositions, subpoenas, motions); Arrest and search warrant preparation, NISI (bond forfeiture) case preparation; Court-related records management.",,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Average number of days from citation issuance to filed,The length of time (in days) from when a ticket is issued to a defendant and when it is entered into the Court's case management system. This is a measure of how fast APD and other filing agencies turn in their citations and the Caseflow Unit's efficiency in entering them.,No,No,Operational,Output,4,4,16.7,4.506,New Meas.,New Meas.,Monthly,11.33,15.58,15.58,17.12,0,0,0,0,0,0,0,0,,,,
2021,FIRE,Operations Support,Communications Section,"Operations Support exists to prevent and reduce the occurrence of personal injury through maintenance and testing of rescue tools and to provide new employee training, continuing education, and staff development for the Austin Fire Department in order to produce and maintain competent field and communications personnel.",The purpose of the Communications Section is to provide integrated communications systems and operations to all users and providers of Fire Department services to ensure requests for services are received and responded to quickly and accurately.,Communications is a core service of the Austin Fire Department.  No legal mandate exists. The Austin Fire Department Dispatch center is a 24-hour operation that dispatches for every fire department in Travis County.,"Emergency dispatch services; Voice, CAD, data, and radio systems maintenance; Wired/wireless telecommunication systems; Regional emergency fire dispatch.",,,"Larry Jantzen, Assistant Chief, 512-974-0148",Total number of dispatcher calls for service processed,Total CAD workload of the Communications section.,No,No,Operational,Output,146000,132000,141702,142201,131825,126903,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,35438,,,
2021,CCD,Investigations and Compliance,Case Investigation,"Investigations and Compliance gains and maintains compliance with local property maintenance, land use, and nuisance codes through fair and equitable inspections and investigations.","The purpose of the Case Investigations activity is to provide timely, fair and equitable inspections and investigations to determine the existence of code violations and to educate and facilitate to achieve voluntary compliance.",,"Enforcement and inspections of building maintenance, land development, land use and property maintenance standards; Code Academy and field training; Operational support services.",,,"Elaine Garrett,  Division Manager, 512-974-1991",Percentage of confirmed violation cases that met compliance within the reporting period,Percentage of confirmed violation active cases opened in a particular year and closed within that same particular year that met compliance within the reporting period.,Yes,No,Performance,Result,85,85,77,77,85,83,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,78,,,
